elements,activities,events,startEvents,endEvents,gateways,lanesAndPools,sequenceFlows,fileName,min,normalized,hasError
14,1,2,1,1,0,2,2,819373199.meta.json,1,1,0
82,8,13,11,2,4,4,33,819453494.meta.json,0,0.5,1
58,9,4,1,1,6,4,22,819554085.meta.json,0,0.875,1
15,2,3,1,2,1,3,5,819730372.meta.json,0,0.875,1
89,23,7,2,3,8,7,38,819748909.meta.json,0,0.375,1
107,19,18,1,2,7,6,45,819778712.meta.json,0,0.375,1
84,17,8,2,4,10,7,36,819824113.meta.json,0,0.25,1
82,10,19,3,2,3,6,31,819967758.meta.json,0,0.375,1
73,21,2,1,1,8,0,35,820179596.meta.json,0,0.75,1
57,17,4,2,2,0,6,19,8202507.meta.json,0,0.5,1
46,9,2,1,1,5,0,22,820337237.meta.json,0,0.875,1
34,6,1,1,0,2,4,11,820441372.meta.json,0,0.875,1
215,40,36,11,20,12,11,77,820473494.meta.json,0,0.125,1
0,0,0,0,0,0,0,0,820565676.meta.json,0,0.75,1
84,25,5,2,3,7,4,42,820643871.meta.json,0,0.5,1
57,9,4,1,3,9,4,26,820717733.meta.json,0,0.75,1
88,25,2,1,1,5,0,36,820770836.meta.json,0,0.75,1
332,67,38,1,1,25,17,175,820915449.meta.json,0,0.25,1
19,5,5,1,2,0,0,8,821096013.meta.json,0,0.875,1
22,5,2,1,1,3,0,11,821109659.meta.json,1,1,0
44,7,6,2,2,4,4,16,821244516.meta.json,0,0.625,1
48,10,2,1,1,7,4,23,821305340.meta.json,0,0.875,1
30,4,4,0,0,1,4,6,821344595.meta.json,0,0.75,1
85,6,22,2,5,3,6,29,821368239.meta.json,0,0.375,1
28,0,0,0,0,0,0,0,821502658.meta.json,0,0.75,1
20,4,1,0,0,0,5,3,82154097.meta.json,0,0.625,1
58,16,8,1,1,4,0,29,821599718.meta.json,0,0.75,1
60,10,6,2,3,4,4,21,821811177.meta.json,0,0.625,1
8,2,2,1,1,0,0,3,821850331.meta.json,1,1,0
97,23,6,1,5,6,7,36,821903398.meta.json,0,0.5,1
22,7,1,0,1,0,4,6,822307466.meta.json,0,0.875,1
40,4,10,1,3,3,4,15,822307469.meta.json,0,0.625,1
177,33,11,2,3,18,5,74,822308135.meta.json,0,0.125,1
13,2,4,2,2,0,2,4,822340018.meta.json,0,0.75,1
45,8,2,1,1,3,9,13,822584121.meta.json,0,0.75,1
43,8,2,1,1,4,2,16,822599874.meta.json,0,0.875,1
22,5,1,0,1,2,0,11,822799148.meta.json,0,0.875,1
14,2,2,1,1,0,4,3,822978049.meta.json,1,1,0
36,5,5,0,1,2,2,10,8230345.meta.json,0,0.875,1
10,2,2,1,1,0,2,3,823123586.meta.json,1,1,0
54,4,9,2,0,1,2,10,823166864.meta.json,0,0.5,1
174,30,31,1,0,21,0,86,823292922.meta.json,0,0.375,1
96,16,9,1,1,13,7,43,823307931.meta.json,0,0.5,1
38,4,1,0,1,4,4,10,823312646.meta.json,0,0.75,1
35,10,4,1,1,2,0,18,823741469.meta.json,1,1,0
10,1,2,1,1,0,0,2,823767984.meta.json,1,1,0
30,6,3,1,2,3,4,12,823776671.meta.json,0,0.875,1
13,2,2,1,1,1,2,5,823958883.meta.json,1,1,0
72,15,11,2,2,6,6,32,824012979.meta.json,0,0.375,1
13,3,1,1,0,2,0,6,824032169.meta.json,0,0.875,1
80,18,14,2,2,5,5,35,82456014.meta.json,0,0.25,1
12,3,0,0,0,0,0,5,824573233.meta.json,0,0.75,1
62,11,9,1,3,4,8,21,82458363.meta.json,0,0.5,1
10,2,2,1,1,0,0,3,824843727.meta.json,1,1,0
48,9,4,2,2,1,6,13,824857261.meta.json,0,0.5,1
29,7,2,1,1,4,0,15,824958592.meta.json,1,1,0
57,13,6,1,2,6,4,27,824998749.meta.json,0,0.75,1
41,11,3,2,1,5,0,21,825083608.meta.json,0,0.75,1
71,14,13,3,2,4,7,28,825211382.meta.json,0,0.375,1
23,6,2,1,1,0,4,4,825279307.meta.json,1,1,0
22,4,3,1,2,1,2,7,825286557.meta.json,0,0.875,1
42,8,3,1,1,8,0,22,825289290.meta.json,0,0.875,1
24,5,2,1,1,0,2,6,825316648.meta.json,1,1,0
19,5,2,1,0,0,5,5,825371550.meta.json,0,0.75,1
18,6,2,1,1,0,0,7,825612904.meta.json,1,1,0
13,2,2,1,1,2,0,6,825698362.meta.json,1,1,0
25,5,4,2,2,0,5,7,825809593.meta.json,0,0.625,1
103,19,7,1,2,8,7,38,825956129.meta.json,0,0.5,1
22,5,2,1,1,2,3,9,826078295.meta.json,1,1,0
28,7,2,1,1,2,2,14,826098589.meta.json,1,1,0
19,2,3,1,1,2,0,6,82615123.meta.json,1,1,0
28,7,2,1,1,4,0,14,826162926.meta.json,1,1,0
209,43,22,2,2,23,7,94,826200218.meta.json,0,0,1
84,11,19,2,2,3,6,32,826206352.meta.json,0,0.375,1
97,23,6,1,0,1,10,16,826216809.meta.json,0,0.625,1
0,0,0,0,0,0,0,0,826463374.meta.json,0,0.75,1
90,24,5,1,1,8,0,42,826723243.meta.json,0,0.75,1
90,17,6,1,3,11,5,39,826824417.meta.json,0,0.5,1
33,5,8,3,3,1,4,13,826992839.meta.json,0,0.625,1
22,6,2,1,1,0,4,7,827012925.meta.json,1,1,0
68,11,5,2,2,3,9,20,827058185.meta.json,0,0.5,1
112,19,7,2,2,15,4,47,827092552.meta.json,0,0.5,1
21,2,4,1,1,2,0,1,827209437.meta.json,1,1,0
114,16,14,2,8,7,7,37,827219639.meta.json,0,0.25,1
44,14,2,1,1,3,3,21,827225945.meta.json,0,0.875,1
214,21,49,6,10,24,5,102,827321795.meta.json,0,0.125,1
40,6,6,2,2,2,6,13,827340052.meta.json,0,0.5,1
82,12,10,2,2,0,6,19,827380310.meta.json,0,0.375,1
1,0,0,0,0,0,0,0,827398191.meta.json,0,0.75,1
2,0,0,0,0,0,0,0,827621345.meta.json,0,0.75,1
51,11,2,1,1,8,2,25,827722939.meta.json,0,0.875,1
68,10,13,2,4,3,7,23,82800547.meta.json,0,0.375,1
64,15,8,2,1,5,9,25,82816181.meta.json,0,0.5,1
47,5,8,3,1,5,3,19,828254522.meta.json,0,0.625,1
43,7,2,1,1,3,6,13,828391567.meta.json,0,0.75,1
86,15,13,5,4,3,7,27,828471401.meta.json,0,0.375,1
43,5,10,1,3,7,0,21,828507610.meta.json,0,0.625,1
22,4,2,1,1,0,0,5,828509952.meta.json,1,1,0
6,1,2,1,1,0,0,2,828545479.meta.json,1,1,0
21,3,4,1,1,0,3,6,828656154.meta.json,1,1,0
54,10,11,1,5,0,4,14,828700813.meta.json,0,0.625,1
70,14,7,2,2,9,4,32,82874361.meta.json,0,0.625,1
22,6,2,1,1,0,5,7,829507918.meta.json,0,0.875,1
45,12,3,2,1,3,0,18,829593784.meta.json,0,0.75,1
40,7,11,2,2,0,0,14,829931409.meta.json,0,0.5,1
188,32,20,2,7,20,6,79,82993766.meta.json,0,0,1
58,16,8,1,1,4,0,29,829976742.meta.json,0,0.75,1
56,12,9,2,5,1,6,19,829978558.meta.json,0,0.375,1
28,3,5,1,2,1,6,7,830180942.meta.json,0,0.75,1
58,10,2,1,1,4,3,17,830192343.meta.json,0,0.875,1
53,12,3,1,2,5,7,21,830325864.meta.json,0,0.625,1
142,25,6,1,1,12,8,54,830335474.meta.json,0,0.625,1
105,24,11,2,9,10,4,45,830387515.meta.json,0,0.375,1
40,9,4,2,1,3,3,15,830390816.meta.json,0,0.75,1
15,5,1,1,0,0,3,5,830539790.meta.json,0,0.875,1
16,3,2,1,1,1,3,6,83054161.meta.json,1,1,0
10,3,2,1,1,0,0,4,830754148.meta.json,1,1,0
10,1,2,0,1,0,2,2,830854343.meta.json,0,0.875,1
136,24,12,1,1,28,0,75,831217616.meta.json,0,0.5,1
12,0,1,1,0,0,0,5,831398542.meta.json,0,0.875,1
29,5,2,1,1,6,0,15,831533719.meta.json,1,1,0
23,6,1,0,0,0,0,3,83172456.meta.json,0,0.75,1
77,19,9,2,7,4,8,31,831915576.meta.json,0,0.375,1
23,5,13,13,0,0,0,4,83194207.meta.json,0,0.625,1
58,5,8,1,1,6,4,20,831951870.meta.json,0,0.75,1
66,15,10,1,2,4,5,28,831956670.meta.json,0,0.5,1
86,11,23,2,5,5,5,36,831980288.meta.json,0,0.25,1
10,0,0,0,0,0,4,0,832002413.meta.json,0,0.75,1
62,11,3,1,2,4,12,16,832176334.meta.json,0,0.625,1
52,12,3,1,2,5,7,21,832214981.meta.json,0,0.625,1
116,20,6,2,4,22,4,57,832258791.meta.json,0,0.375,1
4,1,0,0,0,1,0,0,832789045.meta.json,0,0.75,1
81,13,10,3,3,9,6,33,833039277.meta.json,0,0.375,1
30,6,2,0,1,1,5,7,833191003.meta.json,0,0.75,1
49,7,2,1,1,2,0,11,833340357.meta.json,0,0.875,1
77,27,14,3,4,0,5,27,833408856.meta.json,0,0.375,1
47,12,2,1,1,5,4,23,833467341.meta.json,0,0.875,1
17,3,2,1,1,2,2,7,833579555.meta.json,1,1,0
0,0,0,0,0,0,0,0,833839974.meta.json,0,0.75,1
13,3,2,1,1,1,0,6,833920705.meta.json,1,1,0
13,4,2,1,1,1,0,5,833926397.meta.json,1,1,0
21,5,2,1,1,0,6,7,833986543.meta.json,0,0.875,1
0,0,0,0,0,0,0,0,834080270.meta.json,0,0.75,1
75,17,2,0,0,10,2,37,834191125.meta.json,0,0.5,1
16,0,0,0,0,0,6,0,834246090.meta.json,0,0.625,1
47,12,6,1,1,1,4,19,834451122.meta.json,0,0.875,1
46,11,5,1,2,1,8,16,834576532.meta.json,0,0.625,1
83,15,8,0,2,7,5,37,834635204.meta.json,0,0.25,1
87,22,6,4,2,9,7,37,834670899.meta.json,0,0.375,1
36,0,2,1,1,12,2,19,83472876.meta.json,1,1,0
15,5,1,1,0,1,0,7,834764996.meta.json,0,0.875,1
29,5,2,1,1,2,2,9,834800213.meta.json,1,1,0
18,5,2,1,1,0,4,4,835251967.meta.json,1,1,0
77,11,13,2,3,6,8,30,835264982.meta.json,0,0.375,1
42,8,2,1,1,6,5,18,835283196.meta.json,0,0.75,1
28,7,1,1,0,3,4,11,835397247.meta.json,0,0.875,1
36,6,5,1,2,1,4,11,835516952.meta.json,0,0.875,1
27,4,2,1,1,0,3,5,835533673.meta.json,1,1,0
35,9,5,0,2,3,2,16,835655772.meta.json,0,0.75,1
86,16,10,3,3,10,6,39,835766625.meta.json,0,0.25,1
25,8,8,8,0,0,0,8,835807840.meta.json,0,0.625,1
50,3,10,1,2,4,4,16,835809373.meta.json,0,0.625,1
84,12,17,3,3,6,6,35,835855373.meta.json,0,0.25,1
149,23,2,1,1,17,0,56,835935369.meta.json,0,0.75,1
131,14,6,2,4,6,0,26,835944304.meta.json,0,0.625,1
30,4,4,0,0,1,4,6,835968392.meta.json,0,0.75,1
18,3,3,1,2,1,0,6,835973906.meta.json,0,0.875,1
110,16,16,6,8,6,10,34,836061425.meta.json,0,0.375,1
19,4,2,1,1,0,2,5,836074793.meta.json,1,1,0
152,21,28,6,11,13,11,59,836102853.meta.json,0,0.25,1
18,3,1,1,0,0,4,2,836171554.meta.json,0,0.875,1
4,1,1,1,0,0,0,1,836307988.meta.json,0,0.875,1
12,3,1,1,0,1,2,4,836321164.meta.json,0,0.875,1
26,6,2,1,1,3,3,11,836336472.meta.json,1,1,0
41,8,2,1,1,6,4,18,83650522.meta.json,0,0.875,1
108,20,2,1,1,11,6,37,836709067.meta.json,0,0.625,1
75,24,3,1,2,8,0,39,836798070.meta.json,0,0.625,1
51,9,6,5,1,1,6,11,836830726.meta.json,0,0.625,1
68,34,0,0,0,0,0,33,836938300.meta.json,0,0.5,1
68,16,3,1,2,6,7,25,836960672.meta.json,0,0.625,1
30,3,3,1,1,4,7,11,836993754.meta.json,0,0.875,1
21,3,2,1,1,2,0,7,837140824.meta.json,1,1,0
14,6,2,1,1,0,0,5,837170498.meta.json,1,1,0
17,4,2,1,1,2,0,8,837206808.meta.json,1,1,0
153,34,2,1,1,9,11,33,837298708.meta.json,0,0.625,1
18,4,3,1,2,1,2,7,837313344.meta.json,0,0.875,1
18,3,4,1,3,2,0,8,837391932.meta.json,0,0.875,1
39,10,2,1,1,6,0,20,837599718.meta.json,0,0.875,1
42,10,2,1,1,2,5,16,837614078.meta.json,0,0.75,1
43,13,3,1,2,0,0,13,83779552.meta.json,0,0.75,1
41,10,1,1,0,4,7,17,837808122.meta.json,0,0.625,1
29,6,2,1,1,1,2,13,837958559.meta.json,1,1,0
131,32,2,1,1,19,9,67,838177333.meta.json,0,0.375,1
25,6,0,0,0,0,2,16,838272876.meta.json,0,0.75,1
126,23,12,1,1,10,9,44,838359612.meta.json,0,0.5,1
0,0,0,0,0,0,0,0,838369743.meta.json,0,0.75,1
7,2,0,0,0,0,3,1,838442930.meta.json,0,0.75,1
37,7,5,1,2,4,0,18,838459922.meta.json,0,0.875,1
10,3,1,1,0,1,0,4,838559451.meta.json,0,0.875,1
58,10,5,2,2,7,8,24,838596190.meta.json,0,0.5,1
172,28,28,3,4,11,5,67,838674141.meta.json,0,0.25,1
105,18,13,5,3,5,8,33,839015367.meta.json,0,0.375,1
50,14,3,1,2,6,0,26,839099355.meta.json,0,0.75,1
54,8,2,1,1,11,6,26,839111141.meta.json,0,0.75,1
38,9,4,2,2,2,5,14,839153091.meta.json,0,0.5,1
0,0,0,0,0,0,0,0,839168546.meta.json,0,0.75,1
47,8,3,1,1,4,3,16,839297320.meta.json,0,0.875,1
11,2,2,1,1,0,3,3,839404403.meta.json,1,1,0
61,11,11,3,3,2,6,23,839405768.meta.json,0,0.375,1
68,12,4,1,1,4,2,25,839409785.meta.json,0,0.875,1
30,7,4,1,0,2,0,14,839415351.meta.json,0,0.875,1
43,6,7,2,3,3,5,14,839482595.meta.json,0,0.5,1
15,4,2,1,1,1,0,7,839485221.meta.json,1,1,0
30,7,2,1,1,3,2,13,839536617.meta.json,1,1,0
43,11,4,1,1,2,5,18,839641071.meta.json,0,0.75,1
8,4,0,0,0,0,0,3,839677548.meta.json,0,0.75,1
8,3,1,1,0,0,0,3,839759023.meta.json,0,0.875,1
91,11,21,2,0,3,6,34,840044706.meta.json,0,0.375,1
35,4,6,3,3,2,4,10,840218634.meta.json,0,0.75,1
46,5,5,2,2,1,4,10,840603471.meta.json,0,0.625,1
46,5,6,1,3,2,7,11,840737510.meta.json,0,0.625,1
40,7,2,1,1,5,5,17,840877594.meta.json,0,0.75,1
12,4,2,1,1,0,0,5,840879587.meta.json,1,1,0
53,12,2,1,1,5,10,23,841153708.meta.json,0,0.75,1
32,6,2,1,1,2,5,10,841159621.meta.json,0,0.875,1
100,15,6,1,2,10,8,36,841191824.meta.json,0,0.5,1
65,13,7,4,3,5,9,23,841194551.meta.json,0,0.5,1
58,14,7,2,1,3,9,22,841274765.meta.json,0,0.625,1
32,7,2,1,1,4,2,16,841278904.meta.json,1,1,0
276,55,45,7,4,18,7,122,841332034.meta.json,0,0.125,1
53,7,11,3,6,0,8,13,841540604.meta.json,0,0.375,1
29,2,1,1,0,2,0,15,841596917.meta.json,0,0.875,1
13,2,2,1,1,1,2,5,841686535.meta.json,1,1,0
65,14,4,1,3,4,7,23,841721518.meta.json,0,0.625,1
53,12,10,1,3,2,5,17,841803310.meta.json,0,0.5,1
15,3,2,1,1,2,0,7,84183235.meta.json,1,1,0
49,8,4,2,2,3,8,15,841919471.meta.json,0,0.5,1
31,4,2,1,1,4,0,12,8421205.meta.json,1,1,0
29,3,5,3,2,1,6,7,84216150.meta.json,0,0.625,1
13,2,2,1,1,2,0,6,84229807.meta.json,1,1,0
27,6,3,1,2,1,3,9,842592593.meta.json,0,0.875,1
3,0,0,0,0,0,2,0,8426856.meta.json,0,0.75,1
40,24,0,0,0,0,2,13,842706892.meta.json,0,0.625,1
95,25,6,2,2,7,9,28,842848686.meta.json,0,0.5,1
0,0,0,0,0,0,0,0,842895539.meta.json,0,0.75,1
10,3,2,1,1,0,0,4,843031559.meta.json,1,1,0
18,4,2,1,1,0,2,5,843082964.meta.json,1,1,0
42,8,4,1,2,3,3,15,843313743.meta.json,0,0.75,1
41,6,5,1,3,3,4,13,843634555.meta.json,0,0.75,1
23,3,2,1,1,1,0,6,843662572.meta.json,1,1,0
40,7,6,3,3,6,0,20,843714845.meta.json,0,0.625,1
20,5,2,2,0,0,4,4,843871496.meta.json,0,0.75,1
40,8,2,1,1,7,4,18,843895886.meta.json,0,0.875,1
37,8,3,1,0,5,2,18,844046481.meta.json,0,0.875,1
46,13,1,1,0,6,4,20,844064966.meta.json,0,0.75,1
24,3,6,1,1,1,6,6,844072107.meta.json,0,0.875,1
84,21,5,2,3,10,4,43,844074884.meta.json,0,0.5,1
29,8,2,1,1,2,3,13,844093940.meta.json,1,1,0
22,4,6,1,1,1,2,6,84410697.meta.json,1,1,0
18,4,2,1,1,2,0,9,844234392.meta.json,1,1,0
21,4,3,1,2,1,4,8,844315566.meta.json,0,0.875,1
30,6,3,1,1,0,2,8,844350813.meta.json,1,1,0
300,81,33,17,16,24,3,141,844442790.meta.json,0,0.125,1
26,6,2,1,1,2,5,7,844568987.meta.json,0,0.875,1
105,20,12,3,5,9,5,46,844757978.meta.json,0,0.25,1
13,2,4,1,1,0,4,0,844879419.meta.json,1,1,0
48,10,6,1,1,3,7,18,844926372.meta.json,0,0.75,1
4,1,1,1,0,0,0,1,844962101.meta.json,0,0.875,1
1,0,0,0,0,0,0,0,844980739.meta.json,0,0.75,1
83,13,8,2,1,6,4,28,844993696.meta.json,0,0.625,1
115,21,16,1,5,18,4,58,84514294.meta.json,0,0.5,1
45,12,3,1,2,5,0,24,845161615.meta.json,0,0.75,1
4,1,1,1,0,0,0,1,845230971.meta.json,0,0.875,1
27,6,6,2,3,1,2,11,845454730.meta.json,0,0.75,1
41,9,6,2,4,2,4,13,845663352.meta.json,0,0.625,1
10,5,0,0,0,0,0,4,845690672.meta.json,0,0.75,1
45,10,3,1,2,3,7,18,845804905.meta.json,0,0.625,1
7,0,0,0,0,0,6,0,846017903.meta.json,0,0.625,1
39,9,2,1,1,5,4,18,846039425.meta.json,0,0.875,1
135,29,6,1,1,4,11,40,846113432.meta.json,0,0.625,1
29,13,1,0,1,1,2,11,846159115.meta.json,0,0.875,1
36,10,2,1,1,4,2,17,84629637.meta.json,1,1,0
29,9,0,0,0,2,8,7,846363583.meta.json,0,0.625,1
31,5,4,1,2,2,4,9,846564974.meta.json,0,0.875,1
210,14,57,5,6,12,14,77,846684232.meta.json,0,0.25,1
20,6,1,1,0,1,4,4,846697904.meta.json,0,0.875,1
14,3,2,1,1,0,4,4,846895095.meta.json,1,1,0
41,11,2,1,1,2,6,17,846913893.meta.json,0,0.75,1
27,5,2,1,1,3,0,12,847496013.meta.json,1,1,0
16,3,2,1,1,2,0,8,84752472.meta.json,1,1,0
12,3,2,1,1,0,2,4,847583961.meta.json,1,1,0
28,2,6,1,1,2,4,9,847652130.meta.json,1,1,0
87,12,3,1,2,4,10,21,847661181.meta.json,0,0.625,1
7,2,0,0,0,0,3,1,848033386.meta.json,0,0.75,1
26,4,2,1,1,0,0,5,848036237.meta.json,1,1,0
114,23,9,3,2,5,7,34,84810092.meta.json,0,0.375,1
120,13,27,4,9,6,8,41,848239501.meta.json,0,0.25,1
65,12,8,2,2,2,8,19,848381364.meta.json,0,0.375,1
175,31,22,2,8,20,5,78,848383567.meta.json,0,0.125,1
41,10,3,1,2,5,2,20,84862098.meta.json,0,0.75,1
30,5,5,1,2,3,4,12,848622478.meta.json,0,0.875,1
148,26,19,5,4,12,5,63,848765505.meta.json,0,0.25,1
6,0,0,0,0,0,5,0,848992847.meta.json,0,0.625,1
112,18,10,1,1,15,6,52,84899303.meta.json,0,0.5,1
45,5,12,2,4,2,4,17,849011927.meta.json,0,0.5,1
95,6,20,3,8,5,6,28,849080895.meta.json,0,0.375,1
20,4,3,1,2,1,4,7,849115435.meta.json,0,0.875,1
346,62,39,6,4,20,9,124,849145896.meta.json,0,0,1
30,6,5,2,2,0,5,9,849182219.meta.json,0,0.625,1
63,12,10,3,3,6,4,25,849199185.meta.json,0,0.5,1
25,3,3,1,1,4,2,12,849277924.meta.json,1,1,0
0,0,0,0,0,0,0,0,849400866.meta.json,0,0.75,1
0,0,0,0,0,0,0,0,849401686.meta.json,0,0.75,1
22,3,2,1,1,0,3,4,849571857.meta.json,1,1,0
14,2,2,0,1,0,0,3,849689826.meta.json,0,0.875,1
0,0,0,0,0,0,0,0,849713944.meta.json,0,0.75,1
4,3,0,0,0,0,0,0,849775058.meta.json,0,0.75,1
17,2,5,1,2,0,2,5,84978591.meta.json,0,0.875,1
48,12,8,7,1,1,6,14,849864629.meta.json,0,0.5,1
42,9,2,1,1,6,4,18,849916145.meta.json,0,0.875,1
50,13,2,1,1,5,2,27,849921636.meta.json,0,0.875,1
19,4,2,1,1,0,3,5,849954623.meta.json,1,1,0
29,4,4,1,2,3,2,11,850044324.meta.json,0,0.875,1
21,6,2,1,1,1,2,9,850080052.meta.json,1,1,0
34,9,3,2,1,1,4,10,850292095.meta.json,0,0.875,1
30,5,6,1,3,2,2,12,850303762.meta.json,0,0.875,1
111,22,16,1,4,5,5,47,850356764.meta.json,0,0.375,1
16,0,0,0,0,0,10,0,850412192.meta.json,0,0.625,1
63,11,11,2,1,4,5,23,85071961.meta.json,0,0.5,1
54,10,8,3,2,0,10,13,851026081.meta.json,0,0.375,1
20,4,2,1,1,2,2,9,851286856.meta.json,1,1,0
62,13,7,1,1,4,5,25,851364482.meta.json,0,0.75,1
40,9,3,0,1,4,4,15,851504676.meta.json,0,0.75,1
11,3,1,1,0,1,0,4,851585056.meta.json,0,0.875,1
60,14,4,2,2,1,7,18,851608685.meta.json,0,0.5,1
56,8,2,1,1,5,4,18,851703530.meta.json,0,0.875,1
29,6,2,1,1,3,2,15,851798715.meta.json,1,1,0
30,7,2,1,1,0,4,8,852007705.meta.json,1,1,0
43,8,2,1,1,7,5,20,8520135.meta.json,0,0.75,1
31,5,5,2,2,0,6,8,852014180.meta.json,0,0.625,1
117,17,28,6,14,6,12,45,852034336.meta.json,0,0.25,1
44,14,2,2,0,2,3,16,852072046.meta.json,0,0.625,1
45,6,5,2,2,0,9,8,852168996.meta.json,0,0.5,1
4,2,1,1,0,0,0,0,852309028.meta.json,0,0.875,1
51,12,3,1,2,5,6,21,852340197.meta.json,0,0.625,1
251,68,61,20,23,10,6,95,852384260.meta.json,0,0.125,1
0,0,0,0,0,0,0,0,852535312.meta.json,0,0.75,1
73,13,6,2,4,5,4,26,852586388.meta.json,0,0.625,1
4,1,1,1,0,0,0,1,852656795.meta.json,0,0.875,1
37,5,8,1,2,3,5,13,852883302.meta.json,0,0.625,1
7,0,0,0,0,0,6,0,852889222.meta.json,0,0.625,1
64,7,0,0,0,0,0,42,852937159.meta.json,0,0.5,1
13,4,2,1,1,0,1,5,853555031.meta.json,1,1,0
20,5,3,1,1,2,0,8,853626757.meta.json,1,1,0
23,6,2,1,1,2,0,10,853807980.meta.json,1,1,0
0,0,0,0,0,0,0,0,854046109.meta.json,0,0.75,1
128,26,19,2,4,8,0,44,854052755.meta.json,0,0.375,1
21,2,6,2,2,0,4,6,854056939.meta.json,0,0.75,1
92,23,7,1,3,3,8,33,854309247.meta.json,0,0.625,1
16,0,0,0,0,0,8,0,854597876.meta.json,0,0.625,1
27,8,2,1,1,1,2,12,854715506.meta.json,1,1,0
34,8,4,1,1,3,0,18,854858916.meta.json,1,1,0
53,7,8,3,4,7,7,21,854869507.meta.json,0,0.375,1
31,7,2,1,1,3,0,16,854877944.meta.json,1,1,0
29,3,4,1,1,1,7,7,855000189.meta.json,0,0.875,1
78,17,3,1,2,11,8,36,855054694.meta.json,0,0.5,1
100,21,3,1,2,9,7,31,855328084.meta.json,0,0.625,1
58,9,3,1,2,7,6,24,855388788.meta.json,0,0.625,1
10,0,9,0,9,0,0,0,855619802.meta.json,0,0.625,1
18,0,7,1,6,1,2,7,855719947.meta.json,0,0.875,1
21,5,2,1,1,0,5,6,855820987.meta.json,0,0.875,1
24,7,2,1,1,0,2,8,856059778.meta.json,1,1,0
23,6,2,1,1,2,1,11,85610064.meta.json,1,1,0
22,3,1,1,0,0,7,2,856137514.meta.json,0,0.75,1
27,6,5,2,2,0,4,8,856330891.meta.json,0,0.75,1
4,0,1,1,0,0,2,0,856446057.meta.json,0,0.875,1
39,5,5,2,2,4,5,14,856459825.meta.json,0,0.5,1
12,1,3,1,0,0,4,2,856583254.meta.json,0,0.875,1
90,18,3,1,2,9,7,35,85665480.meta.json,0,0.5,1
26,10,2,1,1,0,2,11,856890592.meta.json,1,1,0
23,6,2,1,1,3,0,11,857092333.meta.json,1,1,0
23,7,2,1,1,0,3,8,857202919.meta.json,1,1,0
371,75,46,11,10,34,32,161,8572082.meta.json,0,0,1
54,13,3,1,2,3,3,21,857243128.meta.json,0,0.75,1
132,12,33,6,4,8,8,51,857354534.meta.json,0,0.25,1
32,3,4,1,3,5,2,13,857514212.meta.json,0,0.875,1
12,0,0,0,0,0,11,0,857748581.meta.json,0,0.625,1
28,2,6,1,1,2,4,9,857770359.meta.json,1,1,0
14,1,2,1,1,1,0,0,857966833.meta.json,1,1,0
74,17,7,5,1,4,7,28,858264114.meta.json,0,0.625,1
19,4,2,1,1,2,2,8,858272611.meta.json,1,1,0
34,7,2,1,1,4,3,15,858341849.meta.json,1,1,0
16,4,1,1,0,1,5,4,858361249.meta.json,0,0.75,1
24,7,2,1,1,2,0,12,858393211.meta.json,1,1,0
50,6,6,3,3,2,6,12,858520760.meta.json,0,0.5,1
25,6,2,1,1,2,3,11,858691286.meta.json,1,1,0
136,16,11,2,5,10,12,39,858754753.meta.json,0,0.25,1
69,19,5,1,4,4,7,28,858786652.meta.json,0,0.625,1
121,15,15,5,4,9,12,31,858830552.meta.json,0,0.375,1
33,12,0,0,0,1,4,15,858841033.meta.json,0,0.75,1
56,8,7,0,0,4,9,20,858965765.meta.json,0,0.5,1
71,13,8,2,2,2,8,21,859012583.meta.json,0,0.375,1
0,0,0,0,0,0,0,0,85909653.meta.json,0,0.75,1
79,20,9,1,8,5,4,40,859298669.meta.json,0,0.5,1
48,5,5,1,3,1,6,10,859346696.meta.json,0,0.625,1
6,1,2,1,1,0,0,2,859617005.meta.json,1,1,0
72,7,15,2,2,4,7,26,859618197.meta.json,0,0.375,1
61,7,2,1,1,4,10,14,86011051.meta.json,0,0.75,1
35,8,2,0,2,4,5,15,86015231.meta.json,0,0.625,1
40,5,8,1,1,5,5,16,860379603.meta.json,0,0.625,1
0,0,0,0,0,0,0,0,860822257.meta.json,0,0.75,1
426,82,76,27,5,17,13,148,860846613.meta.json,0,0.125,1
50,11,3,1,2,5,6,21,861315139.meta.json,0,0.625,1
21,4,3,1,1,2,2,8,861880392.meta.json,1,1,0
10,2,2,1,1,0,2,3,861921302.meta.json,1,1,0
46,5,5,2,2,1,4,10,861924645.meta.json,0,0.625,1
92,9,10,0,1,3,9,22,861971228.meta.json,0,0.5,1
36,6,4,2,2,4,4,14,862076931.meta.json,0,0.75,1
18,3,2,1,1,0,2,4,862136605.meta.json,1,1,0
57,13,6,2,2,5,5,25,862137449.meta.json,0,0.5,1
14,4,2,1,1,0,2,5,862170539.meta.json,1,1,0
16,3,1,1,0,1,6,4,862270781.meta.json,0,0.75,1
3,1,1,0,0,0,0,0,862356341.meta.json,0,0.75,1
16,4,2,1,1,0,0,5,862503837.meta.json,1,1,0
21,4,3,1,2,0,5,5,86256247.meta.json,0,0.75,1
12,3,3,1,1,0,0,5,862571264.meta.json,1,1,0
0,0,0,0,0,0,0,0,862591908.meta.json,0,0.75,1
12,5,1,1,0,0,0,5,862678202.meta.json,0,0.875,1
